"","ID","Glottocode","Parameter_ID","Form","speaker","mf","consonant","vowel","reduplication"
"2881","v_marganymarg1253-mF-3","marg1253","mF","yapunu","m","F",NA,NA,NA
"2882","v_marganymarg1253-mF-4","marg1253","mF","aboː","m","F",NA,NA,NA
"2883","v_marganymarg1253-mF-5","marg1253","mF","yapu","m","F",NA,NA,NA
"2884","v_marganymarg1253-mF-6","marg1253","mF","yapuʈi","m","F",NA,NA,NA
"2885","v_marganymarg1253-mM-2","marg1253","mM","yaŋa","m","M",NA,NA,NA
"2886","v_marganymarg1253-mM-3","marg1253","mM","yaŋanu","m","M",NA,NA,NA
"2887","v_marganymarg1253-mM-4","marg1253","mM","yaŋati","m","M",NA,NA,NA
"2888","v_marganymarg1253-mM-5","marg1253","mM","ammi","m","M",NA,NA,NA
"2889","v_martuwangkamart1256-mF-1","mart1256","mF","tati","m","F",NA,NA,NA
"2890","v_martuwangkamart1256-mF-2","mart1256","mF","tyapunyurra","m","F",NA,NA,NA
"2891","v_martuwangkamart1256-mM-1","mart1256","mM","ipi","m","M",NA,NA,NA
"2892","v_martuwangkamart1256-mM-2","mart1256","mM","mami","m","M",NA,NA,NA
"2893","v_martuwangkamart1256-mM-3","mart1256","mM","tilypu","m","M",NA,NA,NA
"2894","v_martuwangkamart1256-mM-4","mart1256","mM","yakurti","m","M",NA,NA,NA
"2895","v_martuwangkamart1256-mF-3","mart1256","mF","mama","m","F",NA,NA,NA
"2896","v_martuwangkamart1256-mM-5","mart1256","mM","yipi","m","M",NA,NA,NA
"2897","v_martuwangkamart1256-mF-4","mart1256","mF","mama","m","F",NA,NA,NA
"2898","v_mudburramudb1240-mF-1","mudb1240","mF","chin3","m","F",NA,NA,NA
"2899","v_mudburramudb1240-mF-2","mudb1240","mF","kirta","m","F",NA,NA,NA
"2900","v_mudburramudb1240-mF-3","mudb1240","mF","parnara","m","F",NA,NA,NA
"2901","v_mudburramudb1240-mM-1","mudb1240","mM","chest1","m","M",NA,NA,NA
"2902","v_mudburramudb1240-mM-2","mudb1240","mM","tyakarti","m","M",NA,NA,NA
"2903","v_muruwarimuru1266-mF-1","muru1266","mF","pathany","m","F",NA,NA,NA
"2904","v_muruwarimuru1266-mM-1","muru1266","mM","mangany","m","M",NA,NA,NA
"2905","v_muruwarimuru1266-mF-2","muru1266","mF","yapu","m","F",NA,NA,NA
"2906","v_muruwarimuru1266-mM-2","muru1266","mM","kaya","m","M",NA,NA,NA
"2907","v_muruwarimuru1266-mF-3","muru1266","mF","yapu","m","F",NA,NA,NA
"2908","v_muruwarimuru1266-mM-3","muru1266","mM","kaya","m","M",NA,NA,NA
"2909","v_ngaanyatjarrangaa1240-mF-1","ngaa1240","mF","mama","m","F",NA,NA,NA
"2910","v_ngaanyatjarrangaa1240-mF-2","ngaa1240","mF","punarri","m","F",NA,NA,NA
"2911","v_ngaanyatjarrangaa1240-mM-1","ngaa1240","mM","ngunytyu","m","M",NA,NA,NA
"2912","v_ngaanyatjarrangaa1240-mM-2","ngaa1240","mM","wangutyarra","m","M",NA,NA,NA
"2913","v_ngaatjatjarrangaa1240-mF-1","ngaa1240","mF","mama","m","F",NA,NA,NA
"2914","v_ngaatjatjarrangaa1240-mM-1","ngaa1240","mM","ngunytju","m","M",NA,NA,NA
"2915","v_ngadjumayangad1258-mM-1","ngad1258","mM","yaku","m","M",NA,NA,NA
"2916","v_ngadjumayangad1258-mF-1","ngad1258","mF","mama","m","F",NA,NA,NA
"2917","v_ngadjumayangad1258-mF-2","ngad1258","mF","mumalu","m","F",NA,NA,NA
"2918","v_ngadjumayangad1258-mF-3","ngad1258","mF","mumma","m","F",NA,NA,NA
"2919","v_ngadjumayangad1258-mM-2","ngad1258","mM","yakal","m","M",NA,NA,NA
"2920","v_ngadjumayangad1258-mM-3","ngad1258","mM","yakaloː","m","M",NA,NA,NA
"2921","v_ngadjumayangad1258-mM-4","ngad1258","mM","jagu","m","M",NA,NA,NA
"2922","v_ngadjumayangad1258-mF-4","ngad1258","mF","mama","m","F",NA,NA,NA
"2923","v_ngarinymanngar1235-mF-1","ngar1235","mF","ngatyi","m","F",NA,NA,NA
"2924","v_ngarinymanngar1235-mM-1","ngar1235","mM","ngamarnti","m","M",NA,NA,NA
"2925","v_ngarinymanngar1235-mM-2","ngar1235","mM","ngamayi","m","M",NA,NA,NA
"2926","v_ngarinymanngar1235-mF-2","ngar1235","mF","ngatyi","m","F",NA,NA,NA
"2927","v_ngarinymanngar1235-mM-3","ngar1235","mM","ngamayi","m","M",NA,NA,NA
"2928","v_ngarinymanngar1235-mM-4","ngar1235","mM","ngatinyan","m","M",NA,NA,NA
"2929","v_ngarlangar1286-mF-1","yinh1234","mF","malha","m","F",NA,NA,NA
"2930","v_ngarlangar1286-mM-1","yinh1234","mM","waNaya","m","M",NA,NA,NA
"2931","v_ngarlangar1286-mM-2","yinh1234","mM","waniɹe","m","M",NA,NA,NA
"2932","v_ngarlangar1286-mM-3","yinh1234","mM","wiɳea","m","M",NA,NA,NA
"2933","v_ngarlumangar1287-mF-1","ngar1287","mF","maman","m","F",NA,NA,NA
"2934","v_ngarlumangar1287-mF-2","ngar1287","mF","mamarti","m","F",NA,NA,NA
"2935","v_ngarlumangar1287-mF-3","ngar1287","mF","tyapu","m","F",NA,NA,NA
"2936","v_ngarlumangar1287-mM-1","ngar1287","mM","ngangka","m","M",NA,NA,NA
"2937","v_ngarlumangar1287-mM-2","ngar1287","mM","ngangkarti","m","M",NA,NA,NA
"2938","v_ngarlumangar1287-mF-4","ngar1287","mF","mama","m","F",NA,NA,NA
"2939","v_ngarlumangar1287-mM-3","ngar1287","mM","ŋaɳka","m","M",NA,NA,NA
"2940","v_ngarlumangar1287-mF-5","ngar1287","mF","mama","m","F",NA,NA,NA
"2941","v_ngarrindjerinarr1259-mM-1","narr1259","mM","nanykuwa","m","M",NA,NA,NA
"2942","v_ngarrindjerinarr1259-mF-1","narr1259","mF","nanɣai","m","F",NA,NA,NA
"2943","v_ngarrindjerinarr1259-mM-2","narr1259","mM","nainkowa","m","M",NA,NA,NA
"2944","v_ngarrindjerinarr1259-mF-2","narr1259","mF","nanɣai","m","F",NA,NA,NA
"2945","v_ngiyambaawang1291-mF-1","wang1291","mF","paapaa","m","F",NA,NA,NA
"2946","v_ngiyambaawang1291-mM-1","wang1291","mM","kunii","m","M",NA,NA,NA
"2947","v_ngiyambaawang1291-mF-2","wang1291","mF","pabah","m","F",NA,NA,NA
"2948","v_ngiyambaawang1291-mM-2","wang1291","mM","koːneː","m","M",NA,NA,NA
"2949","v_ngiyambaawang1291-mM-3","wang1291","mM","naŋoː","m","M",NA,NA,NA
"2950","v_ngiyambaawang1291-mM-4","wang1291","mM","naɹki","m","M",NA,NA,NA
"2951","v_ngiyambaawang1291-mM-5","wang1291","mM","nuki","m","M",NA,NA,NA
"2952","v_ngiyambaawang1291-mF-3","wang1291","mF","paapaa","m","F",NA,NA,NA
"2953","v_ngiyambaawang1291-mM-6","wang1291","mM","kunii","m","M",NA,NA,NA
"2954","v_nhantanhan1238-mF-1","nhan1238","mF","ama","m","F",NA,NA,NA
"2955","v_nhantanhan1238-mM-1","nhan1238","mM","agu","m","M",NA,NA,NA
"2956","v_nhantanhan1238-mF-2","nhan1238","mF","ama","m","F",NA,NA,NA
"2957","v_nhantanhan1238-mM-2","nhan1238","mM","agu","m","M",NA,NA,NA
"2958","v_nhantanhan1238-mF-3","nhan1238","mF","amma","m","F",NA,NA,NA
"2959","v_nhantanhan1238-mM-3","nhan1238","mM","aːku","m","M",NA,NA,NA
"2960","v_nyamalnyam1271-mF-1","nyam1271","mF","mama","m","F",NA,NA,NA
"2961","v_nyamalnyam1271-mM-1","nyam1271","mM","ngaTi","m","M",NA,NA,NA
"2962","v_nyamalnyam1271-mF-2","nyam1271","mF","mamma","m","F",NA,NA,NA
"2963","v_nyamalnyam1271-mM-2","nyam1271","mM","nguɖy","m","M",NA,NA,NA
"2964","v_nyangumartanyan1301-mF-1","nyan1301","mF","mama","m","F",NA,NA,NA
"2965","v_nyangumartanyan1301-mF-2","nyan1301","mF","tyapartu","m","F",NA,NA,NA
"2966","v_nyangumartanyan1301-mM-1","nyan1301","mM","pipi","m","M",NA,NA,NA
"2967","p_nyawayginyaw1247-mM-1","nyaw1247","mM","gura","m","M",NA,NA,NA
"2968","v_paakantyidarl1243-mF-1","darl1243","mF","gambiji","m","F",NA,NA,NA
"2969","v_paakantyidarl1243-mF-2","darl1243","mF","kumbeya","m","F",NA,NA,NA
"2970","v_paakantyidarl1243-mM-1","darl1243","mM","hummugga","m","M",NA,NA,NA
"2971","v_paakantyidarl1243-mM-2","darl1243","mM","ummaka","m","M",NA,NA,NA
"2972","v_paakantyidarl1243-mF-3","darl1243","mF","gambidja","m","F",NA,NA,NA
"2973","v_paakantyidarl1243-mM-3","darl1243","mM","ŋamaga","m","M",NA,NA,NA
"2974","v_paakantyidarl1243-mF-4","darl1243","mF","kampiya","m","F",NA,NA,NA
"2975","v_paakantyidarl1243-mF-5","darl1243","mF","kampitya","m","F",NA,NA,NA
"2976","v_paakantyidarl1243-mM-4","darl1243","mM","ngamaka","m","M",NA,NA,NA
"2977","v_paakantyidarl1243-mF-6","darl1243","mF","kampitya","m","F",NA,NA,NA
"2978","v_paakantyidarl1243-mM-5","darl1243","mM","ngamaka","m","M",NA,NA,NA
"2979","v_payungubayu1240-mF-1","bayu1240","mF","mama","m","F",NA,NA,NA
"2980","v_payungubayu1240-mF-2","bayu1240","mF","papu","m","F",NA,NA,NA
"2981","v_payungubayu1240-mM-1","bayu1240","mM","pipi","m","M",NA,NA,NA
"2982","v_payungubayu1240-mF-3","bayu1240","mF","mama","m","F",NA,NA,NA
"2983","v_payungubayu1240-mF-4","bayu1240","mF","papu","m","F",NA,NA,NA
"2984","v_payungubayu1240-mM-2","bayu1240","mM","pipi","m","M",NA,NA,NA
"2985","v_pintupiluritjapint1250-mM-1","pint1250","mM","maama","m","M",NA,NA,NA
"2986","v_pintupiluritjapint1250-mM-2","pint1250","mM","mimi","m","M",NA,NA,NA
"2987","v_pintupiluritjapint1250-mM-3","pint1250","mM","ngunytyu","m","M",NA,NA,NA
"2988","v_pintupiluritjapint1250-mM-4","pint1250","mM","yipi","m","M",NA,NA,NA
"2989","v_pintupiluritjapint1250-mF-1","pint1250","mF","mama","m","F",NA,NA,NA
"2990","v_pintupiluritjapint1250-mM-5","pint1250","mM","ngunytju","m","M",NA,NA,NA
"2991","v_pintupiluritjapint1250-mF-2","pint1250","mF","mama","m","F",NA,NA,NA
"2992","v_pirriyapirr1240-mF-1","pirr1240","mF","thatha","m","F",NA,NA,NA
"2993","v_pirriyapirr1240-mM-1","pirr1240","mM","ngama","m","M",NA,NA,NA
"2994","v_pirriyapirr1240-mM-2","pirr1240","mM","ngamakuya","m","M",NA,NA,NA
"2995","v_pirriyapirr1240-mM-3","pirr1240","mM","ngamarni","m","M",NA,NA,NA
"2996","v_pirriyapirr1240-mF-2","pirr1240","mF","tataɲa","m","F",NA,NA,NA
"2997","v_pirriyapirr1240-mM-4","pirr1240","mM","naɹmaquia","m","M",NA,NA,NA
"2998","v_pitjantjatjarapitj1243-mF-1","pitj1243","mF","mama","m","F",NA,NA,NA
"2999","v_pitjantjatjarapitj1243-mF-2","pitj1243","mF","mamanmananyi","m","F",NA,NA,NA
"3000","v_pitjantjatjarapitj1243-mF-3","pitj1243","mF","mara mama","m","F",NA,NA,NA
"3001","v_pitjantjatjarapitj1243-mF-4","pitj1243","mF","nyuyul","m","F",NA,NA,NA
"3002","v_pitjantjatjarapitj1243-mF-5","pitj1243","mF","tyina mama","m","F",NA,NA,NA
"3003","v_pitjantjatjarapitj1243-mM-1","pitj1243","mM","ngunytju","m","M",NA,NA,NA
"3004","v_pitjantjatjarapitj1243-mM-2","pitj1243","mM","ngunytyu","m","M",NA,NA,NA
"3005","v_pitjantjatjarapitj1243-mM-3","pitj1243","mM","ngunytyurritya","m","M",NA,NA,NA
"3006","v_pitjantjatjarapitj1243-mM-4","pitj1243","mM","nyuyul","m","M",NA,NA,NA
"3007","v_pittapittapitt1247-mF-1","pitt1247","mF","ngapiri","m","F",NA,NA,NA
"3008","v_pittapittapitt1247-mF-2","pitt1247","mF","yapiri","m","F",NA,NA,NA
"3009","v_pittapittapitt1247-mM-1","pitt1247","mM","ngama","m","M",NA,NA,NA
"3010","v_pittapittapitt1247-mM-2","pitt1247","mM","ngamari","m","M",NA,NA,NA
"3011","v_pittapittapitt1247-mF-3","pitt1247","mF","apaɹi","m","F",NA,NA,NA
"3012","v_pittapittapitt1247-mF-4","pitt1247","mF","yapiɹi","m","F",NA,NA,NA
"3013","v_pittapittapitt1247-mM-3","pitt1247","mM","ama","m","M",NA,NA,NA
"3014","v_pittapittapitt1247-mM-4","pitt1247","mM","numma","m","M",NA,NA,NA
"3015","v_pittapittapitt1247-mM-5","pitt1247","mM","ŋamaɹi","m","M",NA,NA,NA
"3016","v_ritharrngurita1239-mF-1","rita1239","mF","baapa","m","F",NA,NA,NA
"3017","v_ritharrngurita1239-mF-2","rita1239","mF","dyawurlpa","m","F",NA,NA,NA
"3018","v_ritharrngurita1239-mM-1","rita1239","mM","ngaarnrdi","m","M",NA,NA,NA
"3019","v_ritharrngurita1239-mF-3","rita1239","mF","baːpa","m","F",NA,NA,NA
"3020","v_ritharrngurita1239-mM-2","rita1239","mM","ŋaːɳdi","m","M",NA,NA,NA
"3021","v_ritharrngurita1239-mM-3","rita1239","mM","ŋaːɳɖi","m","M",NA,NA,NA
"3022","p_thayorekuukthaayorrethay1249-mF-1","thay1249","mF","nganip","m","F",NA,NA,NA
"3023","p_thayorekuukthaayorrethay1249-mM-1","thay1249","mM","nganam","m","M",NA,NA,NA
"3024","v_umpilaumpi1239-mF-1","umpi1239","mF","piipi","m","F",NA,NA,NA
"3025","v_umpilaumpi1239-mF-2","umpi1239","mF","pipi","m","F",NA,NA,NA
"3026","v_umpilaumpi1239-mM-1","umpi1239","mM","muka","m","M",NA,NA,NA
"3027","v_umpilaumpi1239-mM-2","umpi1239","mM","papa","m","M",NA,NA,NA
"3028","p_uradhiatampayaatam1239-mF-1","atam1239","mF","ißuɲ","m","F",NA,NA,NA
"3029","p_uradhiatampayaatam1239-mF-2","atam1239","mF","ißaða","m","F",NA,NA,NA
"3030","p_uradhiatampayaatam1239-mM-1","atam1239","mM","uŋuɲu","m","M",NA,NA,NA
"3031","v_wajarriwaja1257-mF-1","waja1257","mF","mama","m","F",NA,NA,NA
"3032","v_wajarriwaja1257-mM-1","waja1257","mM","yaku","m","M",NA,NA,NA
"3033","v_wakayawaga1260-mF-1","waga1260","mF","ngulinthu","m","F",NA,NA,NA
"3034","v_wakayawaga1260-mF-2","waga1260","mF","ukuthu","m","F",NA,NA,NA
"3035","v_wakayawaga1260-mF-3","waga1260","mF","ukutyu","m","F",NA,NA,NA
"3036","v_wakayawaga1260-mF-4","waga1260","mF","wakathuwa","m","F",NA,NA,NA
"3037","v_wakayawaga1260-mM-1","waga1260","mM","kununthu","m","M",NA,NA,NA
"3038","v_wakayawaga1260-mM-2","waga1260","mM","kunyanthi","m","M",NA,NA,NA
"3039","v_wakayawaga1260-mM-3","waga1260","mM","urtiki","m","M",NA,NA,NA
"3040","v_wakayawaga1260-mM-4","waga1260","mM","wurtikiya","m","M",NA,NA,NA
"3041","p_wangkajungawang1288-mF-1","wang1288","mF","mama","m","F",NA,NA,NA
"3042","p_wangkajungawang1288-mM-1","wang1288","mM","tilpu","m","M",NA,NA,NA
"3043","p_wangkajungawang1288-mM-2","wang1288","mM","yipi","m","M",NA,NA,NA
"3044","v_wangkangurruwang1290-mF-1","wang1290","mF","anya","m","F",NA,NA,NA
"3045","v_wangkangurruwang1290-mF-2","wang1290","mF","nhiya","m","F",NA,NA,NA
"3046","v_wangkangurruwang1290-mM-1","wang1290","mM","ama","m","M",NA,NA,NA
"3047","v_wangkangurruwang1290-mF-3","wang1290","mF","ainja","m","F",NA,NA,NA
"3048","v_wangkangurruwang1290-mF-4","wang1290","mF","meːya","m","F",NA,NA,NA
"3049","v_wangkangurruwang1290-mF-5","wang1290","mF","neia","m","F",NA,NA,NA
"3050","v_wangkangurruwang1290-mF-6","wang1290","mF","aɲa","m","F",NA,NA,NA
"3051","v_wangkangurruwang1290-mF-7","wang1290","mF","appureː","m","F",NA,NA,NA
"3052","v_wangkangurruwang1290-mM-2","wang1290","mM","aluka","m","M",NA,NA,NA
"3053","v_wangkangurruwang1290-mM-3","wang1290","mM","loːka","m","M",NA,NA,NA
"3054","v_wangkangurruwang1290-mM-4","wang1290","mM","st̪aɭuka","m","M",NA,NA,NA
"3055","v_wangkangurruwang1290-mM-5","wang1290","mM","antɹi","m","M",NA,NA,NA
"3056","v_wangkangurruwang1290-mM-6","wang1290","mM","umma","m","M",NA,NA,NA
"3057","p_wangkangurruwang1290a-mF-1","wang1290","mF","anya","m","F",NA,NA,NA
"3058","p_wangkangurruwang1290a-mM-1","wang1290","mM","ama","m","M",NA,NA,NA
"3059","v_wangkumarawong1246-mF-1","wong1246","mF","manu","m","F",NA,NA,NA
"3060","v_wangkumarawong1246-mF-2","wong1246","mF","ngarnidya","m","F",NA,NA,NA
"3061","v_wangkumarawong1246-mM-1","wong1246","mM","ngamadya","m","M",NA,NA,NA
"3062","v_wangkumarawong1246-mF-3","wong1246","mF","nundeca","m","F",NA,NA,NA
"3063","v_wangkumarawong1246-mF-4","wong1246","mF","ŋaɳiɟa","m","F",NA,NA,NA
"3064","v_wangkumarawong1246-mF-5","wong1246","mF","uɳacheɹ","m","F",NA,NA,NA
"3065","v_wangkumarawong1246-mF-6","wong1246","mF","waɲu","m","F",NA,NA,NA
"3066","v_wangkumarawong1246-mM-2","wong1246","mM","ŋamaɖa","m","M",NA,NA,NA
"3067","v_wangkumarawong1246-mM-3","wong1246","mM","umdeca","m","M",NA,NA,NA
"3068","v_wangkumarawong1246-mM-4","wong1246","mM","ummaldja","m","M",NA,NA,NA
"3069","v_wangkumarawong1246-mM-5","wong1246","mM","unu","m","M",NA,NA,NA
"3070","v_wangkumarawong1246-mF-7","wong1246","mF","ngarnidja","m","F",NA,NA,NA
"3071","v_wangkumarawong1246-mF-8","wong1246","mF","ŋan̹id̹a","m","F",NA,NA,NA
"3072","v_wangkumarawong1246-mM-6","wong1246","mM","ngamadja","m","M",NA,NA,NA
"3073","v_wangkumarawong1246-mM-7","wong1246","mM","ŋamad̹a","m","M",NA,NA,NA
"3074","v_warlmanpawarl1255-mF-1","warl1255","mF","chin3","m","F",NA,NA,NA
"3075","v_warlmanpawarl1255-mF-2","warl1255","mF","kirta","m","F",NA,NA,NA
"3076","v_warlmanpawarl1255-mM-1","warl1255","mM","chest1","m","M",NA,NA,NA
"3077","v_warlmanpawarl1255-mM-2","warl1255","mM","ngarti-","m","M",NA,NA,NA
"3078","v_warlpiriwarl1254-mF-1","warl1254","mF","kirda","m","F",NA,NA,NA
"3079","v_warlpiriwarl1254-mF-2","warl1254","mF","parnara","m","F",NA,NA,NA
"3080","v_warlpiriwarl1254-mF-3","warl1254","mF","pipi","m","F",NA,NA,NA
"3081","v_warlpiriwarl1254-mF-4","warl1254","mF","tyatyi","m","F",NA,NA,NA
"3082","v_warlpiriwarl1254-mF-5","warl1254","mF","wurruru","m","F",NA,NA,NA
"3083","v_warlpiriwarl1254-mF-6","warl1254","mF","yarriki","m","F",NA,NA,NA
"3084","v_warlpiriwarl1254-mM-1","warl1254","mM","kardu","m","M",NA,NA,NA
"3085","v_warlpiriwarl1254-mM-2","warl1254","mM","mama","m","M",NA,NA,NA
"3086","v_warlpiriwarl1254-mM-3","warl1254","mM","miyalu","m","M",NA,NA,NA
"3087","v_warlpiriwarl1254-mM-4","warl1254","mM","parnman","m","M",NA,NA,NA
"3088","v_warlpiriwarl1254-mM-5","warl1254","mM","tyarnimirri","m","M",NA,NA,NA
"3089","v_warlpiriwarl1254-mF-7","warl1254","mF","kiʈana","m","F",NA,NA,NA
"3090","v_warlpiriwarl1254-mF-8","warl1254","mF","wapirra","m","F",NA,NA,NA
"3091","v_warlpiriwarl1254-mM-6","warl1254","mM","ŋamaʈi","m","M",NA,NA,NA
"3092","v_warlpiriwarl1254-mM-7","warl1254","mM","ngati","m","M",NA,NA,NA
"3093","v_warlpiriwarl1254-mM-8","warl1254","mM","ŋati","m","M",NA,NA,NA
"3094","v_warlpiriwarl1254-mF-9","warl1254","mF","kiʈana","m","F",NA,NA,NA
"3095","v_warlpiriwarl1254-mM-9","warl1254","mM","ŋamaʈi","m","M",NA,NA,NA
"3096","v_warlpiriwarl1254-mF-10","warl1254","mF","wapirra","m","F",NA,NA,NA
"3097","v_warlpiriwarl1254-mM-10","warl1254","mM","ngati","m","M",NA,NA,NA
"3098","p_warlpiriwarl1254a-mF-1","warl1254","mF","kirdana","m","F",NA,NA,NA
"3099","p_warlpiriwarl1254a-mM-1","warl1254","mM","ngatina","m","M",NA,NA,NA
"3100","v_warnmanwanm1242-mF-1","wanm1242","mF","mamarnpa","m","F",NA,NA,NA
"3101","v_warnmanwanm1242-mF-2","wanm1242","mF","tyapunyurra","m","F",NA,NA,NA
"3102","v_warnmanwanm1242-mM-1","wanm1242","mM","pipirnpa","m","M",NA,NA,NA
"3103","v_warnmanwanm1242-mF-3","wanm1242","mF","mamaɲ","m","F",NA,NA,NA
"3104","v_warnmanwanm1242-mM-2","wanm1242","mM","pipin","m","M",NA,NA,NA
"3105","v_warnmanwanm1242-mM-3","wanm1242","mM","pipiɳ","m","M",NA,NA,NA
"3106","v_warnmanwanm1242-mM-4","wanm1242","mM","pipiɲura","m","M",NA,NA,NA
"3107","p_warrnamboolwarr1257-mF-1","warr1257","mF","pipayi","m","F",NA,NA,NA
"3108","p_warrnamboolwarr1257-mM-1","warr1257","mM","ngirang","m","M",NA,NA,NA
"3109","v_warumunguwaru1265-mF-1","waru1265","mF","chin3","m","F",NA,NA,NA
"3110","v_warumunguwaru1265-mF-2","waru1265","mF","kampa","m","F",NA,NA,NA
"3111","v_warumunguwaru1265-mF-3","waru1265","mF","kampatya","m","F",NA,NA,NA
"3112","v_warumunguwaru1265-mM-1","waru1265","mM","chest1","m","M",NA,NA,NA
"3113","v_warumunguwaru1265-mM-2","waru1265","mM","karnanti","m","M",NA,NA,NA
"3114","v_warunguwaru1264-mF-1","waru1264","mF","kaya","m","F",NA,NA,NA
"3115","v_warunguwaru1264-mM-1","waru1264","mM","yanga","m","M",NA,NA,NA
"3116","v_warunguwaru1264-mF-2","waru1264","mF","gaya","m","F",NA,NA,NA
"3117","v_warunguwaru1264-mM-2","waru1264","mM","yanga","m","M",NA,NA,NA
"3118","p_wathwurrungwath1238-mF-1","wath1238","mF","gurrau","m","F",NA,NA,NA
"3119","p_wathwurrungwath1238-mF-2","wath1238","mF","pitjarr","m","F",NA,NA,NA
"3120","p_wathwurrungwath1238-mM-1","wath1238","mM","ngardang","m","M",NA,NA,NA
"3121","v_wikmungkanwikm1247-mF-1","wikm1247","mF","piip","m","F",NA,NA,NA
"3122","v_wiradjuriwira1262-mF-1","wira1262","mF","maaraa","m","F",NA,NA,NA
"3123","v_wiradjuriwira1262-mF-2","wira1262","mF","mam","m","F",NA,NA,NA
"3124","v_wiradjuriwira1262-mF-3","wira1262","mF","papa","m","F",NA,NA,NA
"3125","v_wiradjuriwira1262-mF-4","wira1262","mF","papi","m","F",NA,NA,NA
"3126","v_wiradjuriwira1262-mF-5","wira1262","mF","papiin","m","F",NA,NA,NA
"3127","v_wiradjuriwira1262-mF-6","wira1262","mF","papin","m","F",NA,NA,NA
"3128","v_wiradjuriwira1262-mF-7","wira1262","mF","thapungung","m","F",NA,NA,NA
"3129","v_wiradjuriwira1262-mM-1","wira1262","mM","kuni","m","M",NA,NA,NA
"3130","v_wiradjuriwira1262-mM-2","wira1262","mM","kunimpan","m","M",NA,NA,NA
"3131","v_wiradjuriwira1262-mM-3","wira1262","mM","kunimpang","m","M",NA,NA,NA
"3132","v_wiradjuriwira1262-mM-4","wira1262","mM","kuuni","m","M",NA,NA,NA
"3133","v_wiradjuriwira1262-mM-5","wira1262","mM","kuutiila","m","M",NA,NA,NA
"3134","v_wiradjuriwira1262-mM-6","wira1262","mM","ngama","m","M",NA,NA,NA
"3135","v_wiradjuriwira1262-mM-7","wira1262","mM","papa","m","M",NA,NA,NA
"3136","v_wiradjuriwira1262-mF-8","wira1262","mF","mama","m","F",NA,NA,NA
"3137","v_wiradjuriwira1262-mF-9","wira1262","mF","mamu","m","F",NA,NA,NA
"3138","v_wiradjuriwira1262-mF-10","wira1262","mF","paː-paː","m","F",NA,NA,NA
"3139","v_wiradjuriwira1262-mF-11","wira1262","mF","papa","m","F",NA,NA,NA
"3140","v_wiradjuriwira1262-mF-12","wira1262","mF","papayin","m","F",NA,NA,NA
"3141","v_wiradjuriwira1262-mF-13","wira1262","mF","papi","m","F",NA,NA,NA
"3142","v_wiradjuriwira1262-mF-14","wira1262","mF","påpi","m","F",NA,NA,NA
"3143","v_wiradjuriwira1262-mF-15","wira1262","mF","papin","m","F",NA,NA,NA
"3144","v_wiradjuriwira1262-mF-16","wira1262","mF","påpin","m","F",NA,NA,NA
"3145","v_wiradjuriwira1262-mF-17","wira1262","mF","papina","m","F",NA,NA,NA
"3146","v_wiradjuriwira1262-mF-18","wira1262","mF","pappi-ya","m","F",NA,NA,NA
"3147","v_wiradjuriwira1262-mF-19","wira1262","mF","pappin","m","F",NA,NA,NA
"3148","v_wiradjuriwira1262-mF-20","wira1262","mF","påppin","m","F",NA,NA,NA
"3149","v_wiradjuriwira1262-mF-21","wira1262","mF","paupiː","m","F",NA,NA,NA
"3150","v_wiradjuriwira1262-mF-22","wira1262","mF","poppiːn","m","F",NA,NA,NA
"3151","v_wiradjuriwira1262-mF-23","wira1262","mF","puppa","m","F",NA,NA,NA
"3152","v_wiradjuriwira1262-mM-8","wira1262","mM","kani","m","M",NA,NA,NA
"3153","v_wiradjuriwira1262-mM-9","wira1262","mM","kåni","m","M",NA,NA,NA
"3154","v_wiradjuriwira1262-mM-10","wira1262","mM","kanipåŋ","m","M",NA,NA,NA
"3155","v_wiradjuriwira1262-mM-11","wira1262","mM","koːn-niː","m","M",NA,NA,NA
"3156","v_wiradjuriwira1262-mM-12","wira1262","mM","koːniː","m","M",NA,NA,NA
"3157","v_wiradjuriwira1262-mM-13","wira1262","mM","kunai","m","M",NA,NA,NA
"3158","v_wiradjuriwira1262-mM-14","wira1262","mM","kun̪i","m","M",NA,NA,NA
"3159","v_wiradjuriwira1262-mM-15","wira1262","mM","kuni","m","M",NA,NA,NA
"3160","v_wiradjuriwira1262-mM-16","wira1262","mM","kuniya","m","M",NA,NA,NA
"3161","v_wiradjuriwira1262-mM-17","wira1262","mM","kuniyin","m","M",NA,NA,NA
"3162","v_wiradjuriwira1262-mM-18","wira1262","mM","kunni","m","M",NA,NA,NA
"3163","v_wiradjuriwira1262-mM-19","wira1262","mM","kunnim-paŋ","m","M",NA,NA,NA
"3164","v_wiradjuriwira1262-mM-20","wira1262","mM","luniya","m","M",NA,NA,NA
"3165","v_wiradjuriwira1262-mM-21","wira1262","mM","pakkiɳ-Gun","m","M",NA,NA,NA
"3166","v_wiradjuriwira1262-mM-22","wira1262","mM","wiŋa-tan","m","M",NA,NA,NA
"3167","v_wiradjuriwira1262-mF-24","wira1262","mF","mama","m","F",NA,NA,NA
"3168","v_wiradjuriwira1262-mF-25","wira1262","mF","babeen","m","F",NA,NA,NA
"3169","v_wiradjuriwira1262-mF-26","wira1262","mF","babiin","m","F",NA,NA,NA
"3170","v_wiradjuriwira1262-mM-23","wira1262","mM","guuni","m","M",NA,NA,NA
