"","ID","Glottocode","Parameter_ID","Form","speaker","mf","consonant","vowel","reduplication"
"1253","v_tongantong1325-mF-2","tong1325","mF","tamai","m","F",NA,NA,NA
"1254","v_tongantong1325-mM-2","tong1325","mM","fa'e","m","M",NA,NA,NA
"1255","v_tongarevanspenr1237-mF-1","penr1237","mF","tira","m","F",NA,NA,NA
"1256","v_tongarevanspenr1237-mM-1","penr1237","mM","papa","m","M",NA,NA,NA
"1257","p_tonseatons1240-mF-1","tons1240","mF","ama'","m","F",NA,NA,NA
"1258","p_tonseatons1240-mF-2","tons1240","mF","bu'","m","F",NA,NA,NA
"1259","p_tonseatons1240-mM-1","tons1240","mM","ina'","m","M",NA,NA,NA
"1260","p_tonseatons1240-mM-2","tons1240","mM","ci'","m","M",NA,NA,NA
"1261","p_toqabaqitatoab1237-mF-1","toab1237","mF","maamaqa","m","F",NA,NA,NA
"1262","p_toqabaqitatoab1237-mM-1","toab1237","mM","nainaqa","m","M",NA,NA,NA
"1263","p_toretetore1237-mF-1","tore1237","mF","tama","m","F",NA,NA,NA
"1264","p_toretetore1237-mM-1","tore1237","mM","bae","m","M",NA,NA,NA
"1265","p_totolitoto1304-mF-1","toto1304","mF","amang ko-","m","F",NA,NA,NA
"1266","p_totolitoto1304-mM-1","toto1304","mM","inang ko-","m","M",NA,NA,NA
"1267","p_tubuaitubu1240-mF-1","tubu1240","mF","metua tane","m","F",NA,NA,NA
"1268","p_tubuaitubu1240-mM-1","tubu1240","mM","metua vahine","m","M",NA,NA,NA
"1269","p_tukangbesisouthtuka1249-mF-1","tuka1249","mF","ama","m","F",NA,NA,NA
"1270","p_tukangbesisouthtuka1249-mM-1","tuka1249","mM","ina","m","M",NA,NA,NA
"1271","p_tulambatutula1253-mF-1","tula1253","mF","ama","m","F",NA,NA,NA
"1272","p_tulambatutula1253-mM-1","tula1253","mM","bai","m","M",NA,NA,NA
"1273","p_tungagtung1290-mF-1","tung1290","mF","tʌmʌ","m","F",NA,NA,NA
"1274","p_tungagtung1290-mM-1","tung1290","mM","nnʌ","m","M",NA,NA,NA
"1275","p_tuvalunanumeatuva1244-mF-1","tuva1244","mF","tamana","m","F",NA,NA,NA
"1276","p_tuvalunanumeatuva1244-mM-1","tuva1244","mM","maatua","m","M",NA,NA,NA
"1277","p_tuvalunanumeatuva1244-mM-2","tuva1244","mM","mama","m","M",NA,NA,NA
"1278","v_ulawaulaw1237-mF-1","ulaw1237","mF","ama-","m","F",NA,NA,NA
"1279","v_ulawaulaw1237-mF-2","ulaw1237","mF","ma'a","m","F",NA,NA,NA
"1280","v_ulawaulaw1237-mM-1","ulaw1237","mM","nike","m","M",NA,NA,NA
"1281","v_ulawaulaw1237-mM-2","ulaw1237","mM","teitei","m","M",NA,NA,NA
"1282","p_umajumankayanumaj1240-mF-1","umaj1240","mF","tama+n","m","F",NA,NA,NA
"1283","p_umajumankayanumaj1240-mM-1","umaj1240","mM","hina+n","m","M",NA,NA,NA
"1284","p_umiraydumagetagtaumir1236-mF-1","umir1236","mF","ama","m","F",NA,NA,NA
"1285","p_umiraydumagetagtaumir1236-mM-1","umir1236","mM","ina","m","M",NA,NA,NA
"1286","p_unuaunua1237-mF-1","unua1237","mF","teme-","m","F",NA,NA,NA
"1287","p_unuaunua1237-mF-2","unua1237","mF","mita","m","F",NA,NA,NA
"1288","p_unuaunua1237-mF-3","unua1237","mF","tata","m","F",NA,NA,NA
"1289","p_unuaunua1237-mM-1","unua1237","mM","mama","m","M",NA,NA,NA
"1290","p_unuaunua1237-mM-2","unua1237","mM","mira","m","M",NA,NA,NA
"1291","p_unuaunua1237-mM-3","unua1237","mM","rrese-","m","M",NA,NA,NA
"1292","p_uraurav1235-mF-1","urav1235","mF","rimin","m","F",NA,NA,NA
"1293","p_uraurav1235-mM-1","urav1235","mM","ehnen","m","M",NA,NA,NA
"1294","p_uraklawoiurak1238-mF-1","urak1238","mF","paq","m","F",NA,NA,NA
"1295","p_uraklawoiurak1238-mF-2","urak1238","mF","apok","m","F",NA,NA,NA
"1296","p_uraklawoiurak1238-mM-1","urak1238","mM","maq","m","M",NA,NA,NA
"1297","p_uraklawoiurak1238-mM-2","urak1238","mM","a.ëq","m","M",NA,NA,NA
"1298","p_uraklawoiurak1238-mM-3","urak1238","mM","ët","m","M",NA,NA,NA
"1299","p_uripivwalaranoatchinurip1239-mF-1","urip1239","mF","tata suk","m","F",NA,NA,NA
"1300","p_uripivwalaranoatchinurip1239-mM-1","urip1239","mM","tasu suk","m","M",NA,NA,NA
"1301","p_vaekautaumakopile1238-mF-1","pile1238","mF","tamana","m","F",NA,NA,NA
"1302","p_vaekautaumakopile1238-mF-2","pile1238","mF","mhana","m","F",NA,NA,NA
"1303","p_vaekautaumakopile1238-mM-1","pile1238","mM","hinana","m","M",NA,NA,NA
"1304","p_vaekautaumakopile1238-mM-2","pile1238","mM","nhana","m","M",NA,NA,NA
"1305","p_vaovaoo1237-mF-1","vaoo1237","mF","te","m","F",NA,NA,NA
"1306","p_vaovaoo1237-mM-1","vaoo1237","mM","mbembe","m","M",NA,NA,NA
"1307","p_varisivari1239-mF-1","vari1239","mF","tamana","m","F",NA,NA,NA
"1308","p_varisivari1239-mM-1","vari1239","mM","sinana","m","M",NA,NA,NA
"1309","p_veraavera1241-mF-1","vera1241","mF","ama-","m","F",NA,NA,NA
"1310","p_veraavera1241-mM-1","vera1241","mM","vēvē-","m","M",NA,NA,NA
"1311","p_vuresvure1239-mF-1","vure1239","mF","tëmëk","m","F",NA,NA,NA
"1312","p_vuresvure1239-mM-1","vure1239","mM","rëtnëk","m","M",NA,NA,NA
"1313","p_waiawaia1242-mF-1","waia1242","mF","apu","m","F",NA,NA,NA
"1314","p_waiawaia1242-mF-2","waia1242","mF","tama","m","F",NA,NA,NA
"1315","p_waiawaia1242-mM-1","waia1242","mM","bae","m","M",NA,NA,NA
"1316","p_wallisianeastuveawall1257-mF-1","wall1257","mF","matua","m","F",NA,NA,NA
"1317","p_wallisianeastuveawall1257-mF-2","wall1257","mF","tama-i","m","F",NA,NA,NA
"1318","p_wallisianeastuveawall1257-mM-1","wall1257","mM","fae","m","M",NA,NA,NA
"1319","p_wallisianeastuveawall1257-mM-2","wall1257","mM","matua","m","M",NA,NA,NA
"1320","v_waropenwaro1242-mF-1","waro1242","mF","imai","m","F",NA,NA,NA
"1321","v_waropenwaro1242-mM-1","waro1242","mM","inai","m","M",NA,NA,NA
"1322","p_waruwaru1266-mF-1","waru1266","mF","ama","m","F",NA,NA,NA
"1323","p_waruwaru1266-mM-1","waru1266","mM","ina","m","M",NA,NA,NA
"1324","p_watutwatu1246-mM-1","watu1246","mM","lenaŋg","m","M",NA,NA,NA
"1325","p_watutwatu1246-mF-1","watu1246","mF","lamaŋg","m","F",NA,NA,NA
"1326","p_wawoniiwawo1239-mF-1","wawo1239","mF","tama","m","F",NA,NA,NA
"1327","p_wawoniiwawo1239-mM-1","wawo1239","mM","tina","m","M",NA,NA,NA
"1328","p_wedaweda1240-mF-1","weda1240","mF","momo","m","F",NA,NA,NA
"1329","p_wedaweda1240-mM-1","weda1240","mM","nene","m","M",NA,NA,NA
"1330","p_westcoastbajauwest2560-mF-1","west2560","mF","emma'","m","F",NA,NA,NA
"1331","p_westcoastbajauwest2560-mM-1","west2560","mM","iyang","m","M",NA,NA,NA
"1332","p_westfutunawest2515-mF-1","west2515","mF","tamana","m","F",NA,NA,NA
"1333","p_westfutunawest2515-mF-2","west2515","mF","tata","m","F",NA,NA,NA
"1334","p_westfutunawest2515-mM-1","west2515","mM","jinana","m","M",NA,NA,NA
"1335","p_westfutunawest2515-mM-2","west2515","mM","muma","m","M",NA,NA,NA
"1336","p_westfutunawest2515-mM-3","west2515","mM","nana","m","M",NA,NA,NA
"1337","p_westernbukidnonmanobowest2555-mF-1","west2555","mF","amey","m","F",NA,NA,NA
"1338","p_westernbukidnonmanobowest2555-mM-1","west2555","mM","iney","m","M",NA,NA,NA
"1339","p_westerntawbuidbatanganwest2559-mF-1","west2559","mF","mama","m","F",NA,NA,NA
"1340","p_westerntawbuidbatanganwest2559-mM-1","west2559","mM","mina","m","M",NA,NA,NA
"1341","p_whitesandswhit1269-mF-1","whit1269","mF","tɨm","m","F",NA,NA,NA
"1342","p_whitesandswhit1269-mM-1","whit1269","mM","itɨ","m","M",NA,NA,NA
"1343","p_wiwiranowiwi1237-mF-1","wiwi1237","mF","ama","m","F",NA,NA,NA
"1344","p_wiwiranowiwi1237-mM-1","wiwi1237","mM","ina","m","M",NA,NA,NA
"1345","p_wogeowoge1237-mF-1","woge1237","mF","tama","m","F",NA,NA,NA
"1346","p_wogeowoge1237-mM-1","woge1237","mM","tina","m","M",NA,NA,NA
"1347","p_woleaianwole1240-mF-1","wole1240","mF","tema-","m","F",NA,NA,NA
"1348","p_woleaianwole1240-mF-2","wole1240","mF","tame-","m","F",NA,NA,NA
"1349","p_woleaianwole1240-mM-1","wole1240","mM","sila-","m","M",NA,NA,NA
"1350","p_woleaianwole1240-mM-2","wole1240","mM","sile-","m","M",NA,NA,NA
"1351","p_woliowoli1241-mF-1","woli1241","mF","ama","m","F",NA,NA,NA
"1352","p_woliowoli1241-mM-1","woli1241","mM","ina","m","M",NA,NA,NA
"1353","v_wuvuluauawuvu1239-mF-1","wuvu1239","mF","ʔama","m","F",NA,NA,NA
"1354","v_wuvuluauawuvu1239-mM-1","wuvu1239","mM","ʔina","m","M",NA,NA,NA
"1355","p_xalangimaevovanuatumari1426h-mF-1","mari1426","mF","tita","m","F",NA,NA,NA
"1356","p_xalangimaevovanuatumari1426h-mM-1","mari1426","mM","ᵐbotai","m","M",NA,NA,NA
"1357","p_xaracuucanalaxara1244-mF-1","xara1244","mF","panɛɛ-","m","F",NA,NA,NA
"1358","p_xaracuucanalaxara1244-mM-1","xara1244","mM","mwiñe-","m","M",NA,NA,NA
"1359","p_yabemyabe1254-mF-1","yabe1254","mF","tama","m","F",NA,NA,NA
"1360","p_yabemyabe1254-mM-1","yabe1254","mM","têna","m","M",NA,NA,NA
"1361","p_yakanyaka1277-mF-1","yaka1277","mF","amma","m","F",NA,NA,NA
"1362","p_yakanyaka1277-mF-2","yaka1277","mF","sama","m","F",NA,NA,NA
"1363","p_yakanyaka1277-mM-1","yaka1277","mM","ina'","m","M",NA,NA,NA
"1364","p_yakanyaka1277-mM-2","yaka1277","mM","sa'i","m","M",NA,NA,NA
"1365","v_yamdenayamd1240-mF-1","yamd1240","mF","ame","m","F",NA,NA,NA
"1366","v_yamdenayamd1240-mM-1","yamd1240","mM","ene","m","M",NA,NA,NA
"1367","v_yamitaoyami1254-mF-1","yami1254","mF","ama","m","F",NA,NA,NA
"1368","v_yamitaoyami1254-mM-1","yami1254","mM","ina","m","M",NA,NA,NA
"1369","p_zabanakiazaba1237-mF-1","zaba1237","mF","mama","m","F",NA,NA,NA
"1370","p_zabanakiazaba1237-mM-1","zaba1237","mM","uke","m","M",NA,NA,NA
"1371","v_dekwanamaquiritarimaqu1238-mF-1","maqu1238","mF","haha","m","F",NA,NA,NA
"1372","v_dekwanamaquiritarimaqu1238-mM-1","maqu1238","mM","denɨ","m","M",NA,NA,NA
"1373","v_galibicaribgali1262-mF-1","gali1262","mF","yüman","m","F",NA,NA,NA
"1374","v_galibicaribgali1262-mM-1","gali1262","mM","sanon","m","M",NA,NA,NA
"1375","v_macushimacu1259-mF-1","macu1259","mF","u-yun","m","F",NA,NA,NA
"1376","v_macushimacu1259-mM-1","macu1259","mM","u-san","m","M",NA,NA,NA
"1377","v_panareenap1235-mF-1","enap1235","mF","yím","m","F",NA,NA,NA
"1378","v_panareenap1235-mM-1","enap1235","mM","sanéʔ","m","M",NA,NA,NA
"1379","v_panareenap1235-mM-2","enap1235","mM","-anə","m","M",NA,NA,NA
"1380","v_waiwaiwaiw1244-mF-1","waiw1244","mF","yɨɨm","m","F",NA,NA,NA
"1381","v_waiwaiwaiw1244-mM-1","waiw1244","mM","noro yon","m","M",NA,NA,NA
"1382","v_waimiriatroariwaim1253-mF-1","waim1253","mF","yim”","m","F",NA,NA,NA
"1383","v_waimiriatroariwaim1253-mM-1","waim1253","mM","san”","m","M",NA,NA,NA
"1384","v_chenchuchen1255-mF-1","chen1255","mF","tandri","m","F",NA,NA,NA
"1385","v_chenchuchen1255-mF-2","chen1255","mF","na","m","F",NA,NA,NA
"1386","v_chenchuchen1255-mF-3","chen1255","mF","yana","m","F",NA,NA,NA
"1387","v_chenchuchen1255-mF-4","chen1255","mF","abba","m","F",NA,NA,NA
"1388","v_dandamimariadand1238-mF-1","dand1238","mF","tāppe","m","F",NA,NA,NA
"1389","v_dandamimariadand1238-mM-1","dand1238","mM","talugh","m","M",NA,NA,NA
"1390","v_gondigond1265-mF-1","gond1265","mF","dádál","m","F",NA,NA,NA
"1391","v_gondigond1265-mM-1","gond1265","mM","dái","m","M",NA,NA,NA
"1392","v_gondigond1265-mM-2","gond1265","mM","awhari","m","M",NA,NA,NA
"1393","v_kadarkada1242-mF-1","kada1242","mF","appan","m","F",NA,NA,NA
"1394","v_kadarkada1242-mM-1","kada1242","mM","amma","m","M",NA,NA,NA
"1395","v_kadarkada1242-mF-2","kada1242","mF","appan","m","F",NA,NA,NA
"1396","v_kadarkada1242-mM-2","kada1242","mM","amma","m","M",NA,NA,NA
"1397","v_kodavakoda1255-mF-1","koda1255","mF","appën","m","F",NA,NA,NA
"1398","v_kodavakoda1255-mF-2","koda1255","mF","pappën","m","F",NA,NA,NA
"1399","v_kodavakoda1255-mM-1","koda1255","mM","avvën","m","M",NA,NA,NA
"1400","v_kodavakoda1255-mM-2","koda1255","mM","ma:tën","m","M",NA,NA,NA
"1401","v_kodavakoda1255-mM-3","koda1255","mM","ta:yi","m","M",NA,NA,NA
"1402","v_kodavakoda1255-mM-4","koda1255","mM","ammë","m","M",NA,NA,NA
"1403","v_kodavakoda1255-mF-3","koda1255","mF","appë","m","F",NA,NA,NA
"1404","v_kodavakoda1255-mM-5","koda1255","mM","avvë","m","M",NA,NA,NA
"1405","v_kodavakoda1255-mF-4","koda1255","mF","appë","m","F",NA,NA,NA
"1406","v_kodavakoda1255-mM-6","koda1255","mM","avvë","m","M",NA,NA,NA
"1407","v_koyakoya1251-mF-1","koya1251","mF","yammāl","m","F",NA,NA,NA
"1408","v_koyakoya1251-mF-2","koya1251","mF","ammāl","m","F",NA,NA,NA
"1409","v_koyakoya1251-mM-1","koya1251","mM","yāyi","m","M",NA,NA,NA
"1410","v_koyakoya1251-mF-3","koya1251","mF","yammāl","m","F",NA,NA,NA
"1411","v_koyakoya1251-mF-4","koya1251","mF","bābo","m","F",NA,NA,NA
"1412","v_koyakoya1251-mM-2","koya1251","mM","yāyo","m","M",NA,NA,NA
"1413","v_kuikuii1252-mF-1","kuii1252","mF","naiba","m","F",NA,NA,NA
"1414","v_kuikuii1252-mM-1","kuii1252","mM","aia","m","M",NA,NA,NA
"1415","v_kuikuii1252-mF-2","kuii1252","mF","tanji","m","F",NA,NA,NA
"1416","v_kuikuii1252-mF-3","kuii1252","mF","āba","m","F",NA,NA,NA
"1417","v_kuikuii1252-mM-2","kuii1252","mM","talli","m","M",NA,NA,NA
"1418","v_kuikuii1252-mM-3","kuii1252","mM","ajja","m","M",NA,NA,NA
"1419","v_kuikuii1252-mF-4","kuii1252","mF","a:ba","m","F",NA,NA,NA
"1420","v_kuikuii1252-mM-4","kuii1252","mM","ajja","m","M",NA,NA,NA
"1421","v_kuikuii1252-mM-5","kuii1252","mM","aja","m","M",NA,NA,NA
"1422","v_kuikuii1252-mM-6","kuii1252","mM","talli","m","M",NA,NA,NA
"1423","v_kuikuii1252-mM-7","kuii1252","mM","taḍi","m","M",NA,NA,NA
"1424","v_kuikuii1252-mM-8","kuii1252","mM","taḍḍi","m","M",NA,NA,NA
"1425","v_kuikuii1252-mF-5","kuii1252","mF","tanji","m","F",NA,NA,NA
"1426","v_kuikuii1252-mM-9","kuii1252","mM","aiadi","m","M",NA,NA,NA
"1427","v_kuikuii1252-mF-6","kuii1252","mF","tanji","m","F",NA,NA,NA
"1428","v_kurukhkuru1302-mF-1","kuru1302","mF","bas","m","F",NA,NA,NA
"1429","v_kurukhkuru1302-mM-1","kuru1302","mM","gio","m","M",NA,NA,NA
"1430","v_kurukhkuru1302-mF-2","kuru1302","mF","eṃbas","m","F",NA,NA,NA
"1431","v_kurukhkuru1302-mM-2","kuru1302","mM","engio","m","M",NA,NA,NA
"1432","v_kuvikuvi1243-mF-1","kuvi1243","mF","aba","m","F",NA,NA,NA
"1433","v_kuvikuvi1243-mM-1","kuvi1243","mM","aya","m","M",NA,NA,NA
"1434","v_malapandarammala1468-mF-1","mala1468","mF","ayya","m","F",NA,NA,NA
"1435","v_malapandarammala1468-mM-1","mala1468","mM","amma","m","M",NA,NA,NA
"1436","v_malapandarammala1468-mF-2","mala1468","mF","iya","m","F",NA,NA,NA
"1437","v_malapandarammala1468-mF-3","mala1468","mF","aia","m","F",NA,NA,NA
"1438","v_malapandarammala1468-mM-2","mala1468","mM","amma","m","M",NA,NA,NA
"1439","v_malayalammala1464-mF-1","mala1464","mF","accaṉ","m","F",NA,NA,NA
"1440","v_malayalammala1464-mF-2","mala1464","mF","appaṉ","m","F",NA,NA,NA
"1441","v_malayalammala1464-mM-1","mala1464","mM","ammā","m","M",NA,NA,NA
"1442","v_malayalammala1464-mM-2","mala1464","mM","ammai","m","M",NA,NA,NA
"1443","p_morgan1871canaresenucl1305-mM-1","nucl1305","mM","nǎnnǎ täi","m","M",NA,NA,NA
"1444","p_morgan1871canaresenucl1305-mF-1","nucl1305","mF","nǎnnǎ tǎnde","m","F",NA,NA,NA
"1445","p_morgan1871tamiltami1289-mF-1","tami1289","mF","en tǎkkǎppǎn","m","F",NA,NA,NA
"1446","p_morgan1871tamiltami1289-mM-1","tami1289","mM","en täy","m","M",NA,NA,NA
"1447","p_morgan1871telugutelu1262-mM-1","telu1262","mM","tállǐ","m","M",NA,NA,NA
"1448","p_morgan1871telugutelu1262-mF-1","telu1262","mF","tanrǐ","m","F",NA,NA,NA
"1449","v_northerngondinort2702-mF-1","nort2702","mF","dao","m","F",NA,NA,NA
"1450","v_northerngondinort2702-mF-2","nort2702","mF","dauṛ","m","F",NA,NA,NA
"1451","v_northerngondinort2702-mF-3","nort2702","mF","dādā","m","F",NA,NA,NA
"1452","v_northerngondinort2702-mM-1","nort2702","mM","dai","m","M",NA,NA,NA
"1453","v_northerngondinort2702-mM-2","nort2702","mM","daing","m","M",NA,NA,NA
"1454","v_northerngondinort2702-mM-3","nort2702","mM","yāyā","m","M",NA,NA,NA
"1455","v_northerngondinort2702-mM-4","nort2702","mM","yāyāhk","m","M",NA,NA,NA
"1456","v_paliyanpali1274-mF-1","pali1274","mF","appa","m","F",NA,NA,NA
"1457","v_paliyanpali1274-mF-2","pali1274","mF","ayya","m","F",NA,NA,NA
"1458","v_paliyanpali1274-mM-1","pali1274","mM","amma","m","M",NA,NA,NA
"1459","v_paliyanpali1274-mM-2","pali1274","mM","aatha","m","M",NA,NA,NA
"1460","v_tamiltami1289-mF-1","tami1289","mF","tandai","m","F",NA,NA,NA
"1461","v_tamiltami1289-mF-2","tami1289","mF","ayyā","m","F",NA,NA,NA
"1462","v_tamiltami1289-mF-3","tami1289","mF","takappan","m","F",NA,NA,NA
"1463","v_tamiltami1289-mF-4","tami1289","mF","amman","m","F",NA,NA,NA
"1464","v_tamiltami1289-mF-5","tami1289","mF","appacci","m","F",NA,NA,NA
"1465","v_tamiltami1289-mF-6","tami1289","mF","appu","m","F",NA,NA,NA
"1466","v_tamiltami1289-mF-7","tami1289","mF","attan","m","F",NA,NA,NA
"1467","v_tamiltami1289-mM-1","tami1289","mM","ammā","m","M",NA,NA,NA
"1468","v_tamiltami1289-mM-2","tami1289","mM","tāi","m","M",NA,NA,NA
"1469","v_tamiltami1289-mM-3","tami1289","mM","tammannai","m","M",NA,NA,NA
"1470","v_tamiltami1289-mM-4","tami1289","mM","aṉṉa","m","M",NA,NA,NA
"1471","v_tamiltami1289-mM-5","tami1289","mM","āyāḻ","m","M",NA,NA,NA
"1472","v_tamiltami1289-mM-6","tami1289","mM","āyi","m","M",NA,NA,NA
"1473","v_tamiltami1289-mM-7","tami1289","mM","ammāḷ","m","M",NA,NA,NA
"1474","v_tamiltami1289-mF-8","tami1289","mF","appā","m","F",NA,NA,NA
"1475","v_tamiltami1289-mM-8","tami1289","mM","tāy","m","M",NA,NA,NA
"1476","v_tamiltami1289-mF-9","tami1289","mF","appā","m","F",NA,NA,NA
"1477","v_telugutelu1262-mF-1","telu1262","mF","nānna","m","F",NA,NA,NA
"1478","v_telugutelu1262-mM-1","telu1262","mM","amma","m","M",NA,NA,NA
"1479","v_telugutelu1262-mF-2","telu1262","mF","abba","m","F",NA,NA,NA
"1480","v_telugutelu1262-mF-3","telu1262","mF","ayya","m","F",NA,NA,NA
"1481","v_telugutelu1262-mF-4","telu1262","mF","janakuDu","m","F",NA,NA,NA
"1482","v_telugutelu1262-mF-5","telu1262","mF","taNDri","m","F",NA,NA,NA
"1483","v_telugutelu1262-mF-6","telu1262","mF","pita","m","F",NA,NA,NA
"1484","v_telugutelu1262-mM-2","telu1262","mM","amma","m","M",NA,NA,NA
"1485","v_todatoda1252-mM-1","toda1252","mM","av","m","M",NA,NA,NA
"1486","v_todatoda1252-mF-1","toda1252","mF","aia","m","F",NA,NA,NA
"1487","v_todatoda1252-mF-2","toda1252","mF","in","m","F",NA,NA,NA
"1488","v_todatoda1252-mM-2","toda1252","mM","ava","m","M",NA,NA,NA
"1489","v_todatoda1252-mF-3","toda1252","mF","aia","m","F",NA,NA,NA
"1490","v_todatoda1252-mF-4","toda1252","mF","in","m","F",NA,NA,NA
"1491","v_todatoda1252-mM-3","toda1252","mM","af","m","M",NA,NA,NA
"1492","v_todatoda1252-mF-5","toda1252","mF","in","m","F",NA,NA,NA
"1493","v_todatoda1252-mM-4","toda1252","mM","af","m","M",NA,NA,NA
"1494","v_yerukulayeru1240-mF-1","yeru1240","mF","aava","m","F",NA,NA,NA
"1495","v_yerukulayeru1240-mM-1","yeru1240","mM","amma","m","M",NA,NA,NA
"1496","v_albaniantosktosk1239-mF-1","tosk1239","mF","ba'ba","m","F",NA,NA,NA
"1497","v_albaniantosktosk1239-mF-2","tosk1239","mF","at","m","F",NA,NA,NA
"1498","v_albaniantosktosk1239-mM-1","tosk1239","mM","nənə","m","M",NA,NA,NA
"1499","v_albanianalba1267-mF-1","alba1267","mF","babë","m","F",NA,NA,NA
"1500","v_albanianalba1267-mM-1","alba1267","mM","nënë","m","M",NA,NA,NA
"1501","v_albanianalba1267-mF-2","alba1267","mF","babë","m","F",NA,NA,NA
"1502","v_albanianalba1267-mM-2","alba1267","mM","nënë","m","M",NA,NA,NA
"1503","v_albanianalba1267-mM-3","alba1267","mM","nënë","m","M",NA,NA,NA
"1504","v_ancientgreekanci1242-mF-1","anci1242","mF","patḗr","m","F",NA,NA,NA
"1505","v_ancientgreekanci1242-mM-1","anci1242","mM","mḗtēr","m","M",NA,NA,NA
"1506","v_armeniannucl1235-mF-1","nucl1235","mF","hayr","m","F",NA,NA,NA
"1507","v_armeniannucl1235-mM-1","nucl1235","mM","mayr","m","M",NA,NA,NA
"1508","v_armeniannucl1235-mF-2","nucl1235","mF","hayr","m","F",NA,NA,NA
"1509","v_armeniannucl1235-mM-2","nucl1235","mM","mayr","m","M",NA,NA,NA
"1510","v_assameseassa1263-mF-1","assa1263","mF","bopāypitā","m","F",NA,NA,NA
"1511","v_assameseassa1263-mF-2","assa1263","mF","bopai","m","F",NA,NA,NA
"1512","v_assameseassa1263-mF-3","assa1263","mF","deutā","m","F",NA,NA,NA
"1513","v_assameseassa1263-mM-1","assa1263","mM","mā","m","M",NA,NA,NA
"1514","v_assameseassa1263-mF-4","assa1263","mF","āp","m","F",NA,NA,NA
"1515","v_assameseassa1263-mM-2","assa1263","mM","āī","m","M",NA,NA,NA
"1516","v_assameseassa1263-mF-5","assa1263","mF","bopāypitā","m","F",NA,NA,NA
"1517","v_assameseassa1263-mF-6","assa1263","mF","bopai","m","F",NA,NA,NA
"1518","v_assameseassa1263-mF-7","assa1263","mF","deutā","m","F",NA,NA,NA
"1519","v_assameseassa1263-mM-3","assa1263","mM","āī","m","M",NA,NA,NA
"1520","v_assameseassa1263-mM-4","assa1263","mM","mā","m","M",NA,NA,NA
"1521","v_assameseassa1263-mF-8","assa1263","mF","bopāypitā","m","F",NA,NA,NA
"1522","v_assameseassa1263-mF-9","assa1263","mF","bopai","m","F",NA,NA,NA
"1523","v_assameseassa1263-mM-5","assa1263","mM","āī","m","M",NA,NA,NA
"1524","v_avestanaves1237-mF-1","aves1237","mF","pitar-","m","F",NA,NA,NA
"1525","v_avestanaves1237-mM-1","aves1237","mM","mātar-","m","M",NA,NA,NA
"1526","v_balochibalo1260-mM-1","balo1260","mM","maθ","m","M",NA,NA,NA
"1527","v_balochibalo1260-mM-2","balo1260","mM","maθ","m","M",NA,NA,NA
"1528","v_belarusianbela1254-mF-1","bela1254","mF","bác'ka","m","F",NA,NA,NA
"1529","v_belarusianbela1254-mM-1","bela1254","mM","mátka","m","M",NA,NA,NA
"1530","v_belarusianbela1254-mF-2","bela1254","mF","bác'ka","m","F",NA,NA,NA
"1531","v_belarusianbela1254-mM-2","bela1254","mM","mátka","m","M",NA,NA,NA
"1532","v_belarusianbela1254-mF-3","bela1254","mF","bác'ka","m","F",NA,NA,NA
"1533","v_belarusianbela1254-mM-3","bela1254","mM","mátka","m","M",NA,NA,NA
"1534","v_bengalibeng1280-mF-1","beng1280","mF","bābā","m","F",NA,NA,NA
"1535","v_bengalibeng1280-mM-1","beng1280","mM","ma","m","M",NA,NA,NA
"1536","v_bengalibeng1280-mF-2","beng1280","mF","pitā","m","F",NA,NA,NA
"1537","v_bengalibeng1280-mM-2","beng1280","mM","mātā","m","M",NA,NA,NA
"1538","v_bengalibeng1280-mF-3","beng1280","mF","bābā","m","F",NA,NA,NA
"1539","v_bengalibeng1280-mM-3","beng1280","mM","ma","m","M",NA,NA,NA
"1540","v_biharibiha1245-mF-1","biha1245","mF","bāpā","m","F",NA,NA,NA
"1541","v_biharibiha1245-mF-2","biha1245","mF","pitā","m","F",NA,NA,NA
"1542","v_biharibiha1245-mF-3","biha1245","mF","ājā","m","F",NA,NA,NA
"1543","v_biharibiha1245-mM-1","biha1245","mM","maiyā","m","M",NA,NA,NA
"1544","v_biharibiha1245-mM-2","biha1245","mM","iyā","m","M",NA,NA,NA
"1545","v_biharibiha1245-mM-3","biha1245","mM","āiyā","m","M",NA,NA,NA
"1546","v_biharibiha1245-mM-4","biha1245","mM","māyā","m","M",NA,NA,NA
"1547","v_boersafri1274-mF-1","afri1274","mF","vader","m","F",NA,NA,NA
"1548","v_boersafri1274-mM-1","afri1274","mM","moeder","m","M",NA,NA,NA
"1549","v_boersafri1274-mF-2","afri1274","mF","vader","m","F",NA,NA,NA
"1550","v_boersafri1274-mM-2","afri1274","mM","moeder","m","M",NA,NA,NA
"1551","v_bretonbret1244-mF-1","bret1244","mF","tad","m","F",NA,NA,NA
"1552","v_bretonbret1244-mM-1","bret1244","mM","mamm","m","M",NA,NA,NA
"1553","v_bretonbret1244-mF-2","bret1244","mF","tad","m","F",NA,NA,NA
